sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
903,636d7d5e,2025-06-13T22:50:02.424826,gps,-6.259799045932085,106.98426930632034,-6.2598270092960275,106.98429780826478,3.4412994893321787,-74,6,low,rainy,22,4,4.426413367278392
904,218933c7,2025-06-23T17:53:02.424831,triangulation,-5.945680346129599,106.98030223047488,-5.944212421731443,106.98824004514579,916.9814514738262,-51,8,high,clear,17,0,892.9429410245588
905,f5473626,2025-06-19T03:07:02.424845,cell_id,-6.341775039788735,106.79818594240668,-6.338258345912293,106.80911723964006,2194.055719160454,-59,2,low,rainy,3,3,1269.7819933656976
906,e7c6936a,2025-06-28T07:13:02.424851,gps,-6.048502861288652,106.98647932531225,-6.048517491954122,106.9865740943323,13.808967035559974,-64,1,medium,rainy,7,5,10.604700582421426
907,46fdc7d6,2025-07-10T07:27:02.424856,wifi,-6.230816461366385,106.61251391875257,-6.230835460922727,106.61280691301147,52.47516162158881,-72,3,high,clear,7,3,32.45585155045101
908,519268e2,2025-07-08T02:17:02.424860,wifi,-5.93548984147693,106.89606027482212,-5.935269820561076,106.89613408132317,76.3706984063442,-38,3,medium,rainy,2,1,25.79107638506191
909,62646af1,2025-07-02T23:56:02.424865,gps,-6.160188220380297,106.80352526006288,-6.160272401998084,106.80344709889953,12.954119109398588,-34,8,medium,cloudy,23,2,12.739155584923845
910,eb56befc,2025-07-06T04:57:02.424870,triangulation,-5.918517916416395,106.82343671512056,-5.912881744034963,106.82495161927446,771.620710299434,-42,6,low,cloudy,4,6,648.7249245977443
911,a58d4c18,2025-06-27T04:28:02.424875,gps,-6.190397903344767,106.62866790391892,-6.190390568222623,106.62865351567872,11.238020131104056,-87,3,low,cloudy,4,4,1.7875021130693607
912,5f8ea703,2025-06-25T23:37:02.424879,wifi,-6.239205649078245,106.71473179318703,-6.238632006523033,106.71507967506498,81.85190241441235,-50,4,low,rainy,23,2,74.48054105625334
913,322bb67d,2025-06-22T13:07:02.424885,triangulation,-5.902924826078005,106.69870390042445,-5.894431059647837,106.69844635102295,1082.3837485515385,-30,1,low,clear,13,6,944.8932377219693
914,a958b0a7,2025-07-10T10:41:02.424890,cell_id,-6.279386232349129,106.64693788964541,-6.288446527883952,106.66050370228525,3116.5193062704957,-84,8,low,clear,10,3,1806.4143666754164
915,1ba3ee64,2025-06-27T19:33:02.424900,gps,-6.3793535184409835,106.79303832949739,-6.379291771993759,106.79296329874681,12.079575763039548,-86,7,high,rainy,19,4,10.765102913116634
916,376ca87d,2025-07-08T22:35:02.424905,cell_id,-6.363445639990415,106.79752230001048,-6.3466968139402775,106.81675293235553,4191.72184519543,-73,5,high,cloudy,22,1,2825.772059138401
917,18ce51a5,2025-06-19T17:38:02.424910,wifi,-6.143106055561725,106.67113936444473,-6.1426314405881275,106.67093404255172,55.451925933690056,-53,4,low,cloudy,17,3,57.449558512193846
918,76ae6aad,2025-06-27T04:34:02.424915,gps,-6.38798751487443,106.83150610795482,-6.387979357737055,106.83149276427429,5.169013913048477,-36,2,high,cloudy,4,4,1.7311753469614972
919,302d6adf,2025-06-19T16:55:02.424919,cell_id,-6.307048749614033,106.61101173887116,-6.3353966143863145,106.58449907730177,3569.6614154902313,-44,3,high,rainy,16,3,4303.691068202235
920,33f9a537,2025-06-20T01:15:02.424924,gps,-6.149481290524459,106.81798667718846,-6.149463186660588,106.81796043113827,10.928056986633084,-42,6,medium,clear,1,4,3.531555511996444
921,84a55a3e,2025-07-09T14:09:02.424929,cell_id,-6.36492297763539,106.91475175019335,-6.371367623281031,106.91169009713798,2003.1958623147684,-51,5,low,cloudy,14,2,792.468519797335
922,7731987e,2025-06-25T17:06:02.424933,cell_id,-6.253247840419041,106.72059308324637,-6.250347101797831,106.71964470030396,576.1957163232255,-40,8,medium,clear,17,2,339.1545264095867
923,3171bdcb,2025-07-10T19:13:02.424943,cell_id,-5.947995933600769,106.72361793168098,-5.952796468984778,106.7151471288077,1138.5571916764716,-60,1,medium,clear,19,3,1078.23823374412
924,53457022,2025-07-10T19:37:02.424949,gps,-6.240348644193029,106.65363613126209,-6.240280440338354,106.65360603308768,14.633298480121562,-44,1,high,rainy,19,3,8.281568137110265
925,248e0906,2025-06-14T16:26:02.424959,gps,-6.206167145654883,106.68324284615714,-6.206182219370119,106.68324491799845,5.797148702697308,-70,5,low,rainy,16,5,1.6916956945737776
926,7b9056d6,2025-06-15T00:49:02.424964,wifi,-6.3400314489294045,106.80689799834043,-6.3401191895877655,106.80681961179937,56.590119857332255,-36,4,low,cloudy,0,6,13.04726574836976
927,683d3dfb,2025-06-25T11:44:02.424968,gps,-6.018147716318727,106.6024293764458,-6.018084097943753,106.60234748792371,14.74144238226722,-40,6,high,rainy,11,2,11.490971125495573
928,63601b85,2025-07-11T14:35:02.424973,gps,-6.260958304519761,106.74027153402004,-6.260991854757364,106.74028191305857,10.573909809080106,-30,8,high,clear,14,4,3.903023758938724
929,2e9e739f,2025-07-08T21:20:02.424978,gps,-6.0589046307828145,106.71273218559331,-6.05897860989281,106.71264527154264,11.075660263639993,-63,2,low,cloudy,21,1,12.650249707202446
930,0a975e1b,2025-06-26T23:48:02.424988,triangulation,-6.162563281909321,106.96339900163002,-6.166480338530988,106.96073839503399,625.2121426347915,-57,3,high,cloudy,23,3,525.5714067211755
931,4af562e3,2025-06-17T13:37:02.424992,gps,-5.911943528552143,106.70012641731182,-5.911950342515064,106.70003787702898,14.772508571326963,-79,3,low,cloudy,13,1,9.822134235713877
932,cfb10dba,2025-07-03T15:50:02.424997,cell_id,-6.354668187138616,106.63189498605057,-6.360050466954527,106.62308452869175,3233.6865534393205,-80,8,low,cloudy,15,3,1142.8834308567134
933,faa0e37c,2025-07-06T19:31:02.425002,wifi,-6.123628349930452,106.65363491320751,-6.123569019955746,106.65353234062047,15.236728388808949,-60,5,high,rainy,19,6,13.119803961981736
934,38927d7a,2025-07-06T14:12:02.425006,triangulation,-6.1339587870726655,106.62668156331719,-6.148375004977407,106.61625911600272,1805.9628111030693,-63,1,high,clear,14,6,1974.1768214398862
935,82325438,2025-07-10T10:50:02.425015,cell_id,-6.342247655384615,106.6065909753265,-6.341734888340628,106.58248274232935,3763.7475014270017,-47,1,high,clear,10,3,2664.9179698572816
936,2c1fed01,2025-06-25T02:06:02.425021,triangulation,-6.190695454987489,106.69030026002197,-6.191703665251149,106.69265718524518,870.979802154257,-84,4,high,rainy,2,2,283.644585153316
937,8f4643f0,2025-06-18T05:15:02.425025,wifi,-6.362116711815691,106.91943987554451,-6.362185435857511,106.91940546131408,17.60880517114161,-64,6,medium,clear,5,2,8.53582421292996
938,c551c0a0,2025-06-28T04:33:02.425030,wifi,-5.9760343180113455,106.68745024862248,-5.97538070345762,106.68768892737782,74.54349039325646,-56,6,high,clear,4,5,77.32342860231547
939,d79a0547,2025-07-01T23:14:02.425035,cell_id,-6.107695564200333,106.99109259896274,-6.1114115739780805,106.99852538092719,3451.3209988737385,-49,1,high,clear,23,1,919.8259449790299
940,47c410d6,2025-07-06T14:41:02.425039,wifi,-6.01656496511,106.71258495990445,-6.016349413113941,106.71249331981288,43.85847688341731,-68,5,high,clear,14,6,26.02253747584225
941,955af624,2025-07-01T15:39:02.425168,wifi,-5.976582578804431,106.62567991923494,-5.976470414098405,106.62566888889745,21.48984965381774,-46,4,low,clear,15,1,12.531658659304092
942,1dae484b,2025-07-07T02:10:02.425177,wifi,-6.295821968684201,106.90648394916047,-6.2954796860482976,106.90688941911556,75.2800130958337,-83,6,high,rainy,2,0,58.795340890140224
943,d60cada0,2025-07-09T04:08:02.425182,wifi,-6.205196490083748,106.85102161984638,-6.20555762440275,106.851265098041,83.73497477731931,-52,5,high,rainy,4,2,48.341919833970856
944,0d9df16e,2025-06-17T23:02:02.425187,triangulation,-6.06214270317801,106.8155945828479,-6.0569053212551545,106.82585860749164,1442.5679277250028,-83,5,low,clear,23,1,1275.6264698072307
945,6bcf45b7,2025-07-11T11:11:02.425197,gps,-6.263645950126761,106.97404879087118,-6.2636975634300285,106.97403012251725,7.947447180646286,-81,4,low,clear,11,4,6.098808065963441
946,f25e5335,2025-07-13T20:11:02.425202,wifi,-6.274546480163285,106.9070430829616,-6.274704788939207,106.90742459849817,54.80467362648468,-51,5,high,rainy,20,6,45.69517594869331
947,5904b52f,2025-07-03T17:27:02.425207,gps,-5.994532255823889,106.64167160476786,-5.994638727875492,106.6416320013713,12.538935349016057,-34,8,low,cloudy,17,3,12.62325467654196
948,b5391766,2025-06-30T09:29:02.425212,cell_id,-6.217959725987512,106.90076085996627,-6.23745515737486,106.89706987427694,2957.480173906569,-31,8,high,cloudy,9,0,2205.8531656351793
949,ad4a862b,2025-07-05T06:19:02.425222,gps,-6.374069748467377,106.93958647734708,-6.374153677933858,106.939493860547,13.994799145044805,-68,5,low,rainy,6,5,13.850934407012451
950,57a4189e,2025-07-04T02:38:02.425227,wifi,-6.111646099582013,106.84928161720084,-6.111105067948013,106.84963146809238,93.29390172243436,-63,7,high,rainy,2,4,71.5220805917866
951,2eac5888,2025-06-15T16:22:02.425232,gps,-5.974519018308516,106.76759441076031,-5.974617018167671,106.76763974750853,12.383646386520118,-36,6,high,rainy,16,6,11.995208817951045
952,20458a70,2025-07-11T00:06:02.425236,gps,-5.995360827575166,106.96902339049959,-5.995381941043187,106.96900436505281,4.967231585575578,-52,6,medium,cloudy,0,4,3.1525228652409494
953,9aa9f6ef,2025-07-04T22:15:02.425241,triangulation,-6.279064801038474,106.87416121740992,-6.2807795870911995,106.88063337035895,811.2295337977343,-59,4,medium,cloudy,22,4,740.3281351852883
954,89fee212,2025-06-18T14:46:02.425246,wifi,-5.95454286427329,106.85338212713062,-5.9548288426231615,106.85301326999144,64.89862541624598,-43,8,medium,rainy,14,2,51.72356336574349
955,fc123426,2025-07-09T04:31:02.425256,cell_id,-6.3596910088719225,106.66505290297593,-6.338310938759551,106.65983543671621,3337.2556785297766,-55,3,medium,rainy,4,2,2446.279433551298
956,a8fb26d5,2025-06-19T07:33:02.425262,gps,-6.168680084598641,106.64298151823027,-6.168710844208603,106.64297003799992,13.228845767732114,-75,3,high,clear,7,3,3.648189248955115
957,7e2552ad,2025-06-19T12:53:02.425266,gps,-6.28985261959479,106.62618274876301,-6.2898046441126585,106.62621419655328,14.849874228245161,-84,7,low,rainy,12,3,6.367052904686053
958,99a89e3c,2025-07-04T12:02:02.425271,cell_id,-6.132130507124625,106.95170588299334,-6.1188798886999285,106.9868699988549,3957.8300224533677,-63,6,high,rainy,12,4,4157.581985625093
959,1c83fbac,2025-06-13T10:07:02.425279,wifi,-6.332568405570507,106.84192088577302,-6.332591444528845,106.84193130661455,20.099372586758072,-81,6,low,clear,10,4,2.808781179856251
960,dca6a806,2025-07-04T23:12:02.425286,gps,-6.249044316578068,106.86367042872516,-6.249116580094688,106.8636655875938,14.866837813309822,-59,1,medium,cloudy,23,4,8.053134480014899
961,1f39de14,2025-06-15T20:47:02.425291,triangulation,-6.167609357643922,106.82078616329167,-6.176316872335667,106.80589857073133,1738.4606226266783,-85,6,medium,cloudy,20,6,1909.5095192714907
962,c6e5f478,2025-07-12T17:30:02.425301,cell_id,-6.3100584735978495,106.78315271732052,-6.305269515281412,106.78500971567169,816.6166475599807,-41,1,high,cloudy,17,5,570.6904431971193
963,f3e8715d,2025-06-16T15:46:02.425306,gps,-6.181376008717779,106.75480496170027,-6.1814015174964325,106.75478805273312,13.953068520081603,-70,1,high,rainy,15,0,3.3969932177683786
964,0c9ef022,2025-07-07T09:51:02.425311,wifi,-5.919669387471501,106.69702913980456,-5.919752147021714,106.69703642782422,15.193761625538755,-63,7,medium,cloudy,9,0,9.237677664150297
965,baa9fb4b,2025-06-27T13:47:02.425320,wifi,-6.1482183017087735,106.72612222797271,-6.147794530780855,106.72643830798951,81.59068190443935,-46,6,low,cloudy,13,4,58.66441028242836
966,c0522e0d,2025-07-06T15:35:02.425326,wifi,-6.206046516963929,106.80771207388955,-6.205906635519963,106.80788450071242,44.11873335509702,-43,4,medium,cloudy,15,6,24.601581121739898
967,85dc079c,2025-06-25T13:07:02.425331,triangulation,-6.077988722540208,106.79207577402042,-6.0897479435903685,106.80453110442383,1397.5252735349354,-69,4,low,cloudy,13,2,1899.0321216242419
968,baa646d9,2025-07-09T05:10:02.425336,triangulation,-6.358621754722776,106.9619251826755,-6.36263651738418,106.9742351335229,1428.3676097773757,-85,6,low,clear,5,2,1431.754349691184
969,801d281f,2025-07-07T21:22:02.425341,cell_id,-6.29465964592607,106.74688856193363,-6.291983095154874,106.74711052445213,523.3510525666895,-81,5,high,clear,21,0,298.62824218497144
970,660274ba,2025-07-08T04:22:02.425346,cell_id,-6.295613105158675,106.62812480276938,-6.296737765994579,106.63578471607639,1609.255059717698,-69,7,low,clear,4,1,855.7925556719948
971,81d37184,2025-06-25T20:29:02.425350,gps,-6.09586673167949,106.82142043639543,-6.095858949787317,106.82141645173097,10.922613473529784,-33,4,low,cloudy,20,2,0.9710083757244161
972,1204a4fe,2025-06-25T12:12:02.425355,triangulation,-6.275232414679515,106.81161052374512,-6.274324565397147,106.81134609100026,119.2629956438773,-34,5,medium,cloudy,12,2,105.09418892829157
973,7700aa7f,2025-06-16T02:23:02.425360,gps,-6.156799220613996,106.77319967931865,-6.156863883958098,106.773260156885,8.311196940280613,-84,3,high,clear,2,0,9.818463433703519
974,e8aff11a,2025-07-05T19:35:02.425364,wifi,-5.938086078089023,106.99330159762735,-5.9382742471787155,106.99345858791021,28.207664308854127,-86,4,low,cloudy,19,5,27.189324115024593
975,fd45c0e4,2025-06-22T06:29:02.425374,gps,-6.199024402308644,106.78030754427199,-6.198928698289992,106.78025281003812,12.762275631878271,-63,8,high,cloudy,6,6,12.241629216742634
976,f90d765f,2025-06-19T00:18:02.425380,cell_id,-6.29627185268685,106.92440346342498,-6.283366628946973,106.91348233376996,1543.3808980319957,-84,5,medium,rainy,0,3,1875.1575452822308
977,3023c74e,2025-07-02T15:12:02.425385,cell_id,-5.931631837274709,106.88297112909689,-5.936084496038991,106.87043813989526,3348.6471346067847,-52,1,high,rainy,15,2,1471.9085504907707
978,7f73b4c3,2025-06-30T22:37:02.425395,gps,-6.333668363352438,106.79156027210927,-6.3337423191888345,106.79154952663104,12.16994449828412,-40,2,medium,rainy,22,0,8.30881780791605
979,c34f11ff,2025-06-14T10:14:02.425400,wifi,-6.2971379867228245,106.65826659028565,-6.2969372493445555,106.65799642053445,31.602587686310347,-43,5,high,cloudy,10,5,37.280837368504216
980,c19755ca,2025-06-19T09:54:02.425405,wifi,-6.128367688629836,106.7209104592051,-6.128831179682835,106.72095957100183,58.302923092800405,-83,3,medium,rainy,9,3,51.823091191429874
981,051732c4,2025-07-09T13:23:02.425409,wifi,-6.380334708922538,106.87010253798634,-6.3805162512581814,106.8704170331938,68.83120404949992,-39,5,high,cloudy,13,2,40.19098682190619
982,031e9f4a,2025-07-08T18:12:02.425414,cell_id,-6.017038212508316,106.76876292809152,-6.0155649898394365,106.76759198401172,202.41634684050655,-76,4,high,rainy,18,1,208.8107151691435
983,21b43fba,2025-07-11T00:09:02.425418,gps,-6.080625818625337,106.74615453919748,-6.080559680815605,106.74623068484304,10.169384934521313,-52,5,high,cloudy,0,4,11.178995361335588
984,b8c7ac53,2025-06-29T08:44:02.425423,wifi,-6.1690770999672955,106.89140656288458,-6.1686392326986486,106.89110187915846,53.48918270835588,-31,6,medium,cloudy,8,6,59.20416633666524
985,dd77ef29,2025-07-12T19:12:02.425433,cell_id,-6.380250893710542,106.87182991258732,-6.395106052598061,106.83734334888729,4564.985801604455,-33,3,medium,clear,19,5,4153.510374195639
986,bdea7745,2025-06-19T21:19:02.425439,wifi,-6.108023726829181,106.93758516617301,-6.1079026943832035,106.93778956253638,43.504904232409096,-88,7,low,cloudy,21,3,26.302651758892893
987,2a1f5947,2025-07-02T15:04:02.425444,triangulation,-6.085790703668919,106.60145970441873,-6.087531121646182,106.6064992366484,1356.011897613402,-69,1,high,cloudy,15,2,589.8616271643552
988,1f3fc2bd,2025-06-20T17:56:02.425449,wifi,-6.204844176934915,106.99080653097661,-6.204992601268063,106.99075152036296,21.290721010197988,-51,5,medium,cloudy,17,4,17.588702878747394
989,3ac42f0a,2025-07-06T10:02:02.425454,wifi,-6.311635210887061,106.93383840822649,-6.311609966751263,106.93377020352459,10.37651925631598,-37,2,high,cloudy,10,6,8.043725657993022
990,be3ce789,2025-07-07T08:04:02.425458,gps,-6.381384074907877,106.60191554545027,-6.381338063277919,106.60196439428327,13.380370289787773,-54,7,medium,cloudy,8,0,7.437436981853712
991,5e952630,2025-07-13T18:52:02.425463,cell_id,-6.1050785832092584,106.94501268630277,-6.11071372496141,106.95458680507068,4135.223050824054,-52,7,high,clear,18,6,1230.1035417028174
992,d3793164,2025-07-09T13:11:02.425468,cell_id,-5.914516417394511,106.9649774939242,-5.913563903364595,106.9610190478315,904.3413459731088,-89,4,high,rainy,13,2,450.4454977800862
993,f4e6dd1a,2025-06-26T07:51:02.425472,triangulation,-5.940169893102848,106.94468552811576,-5.940523543033765,106.94526902519773,343.14454575825926,-76,1,low,clear,7,3,75.57087543100198
994,65e33cbd,2025-06-30T03:53:02.425483,cell_id,-5.922446401381058,106.76569381745158,-5.908949491854081,106.762225552605,1726.5790406690805,-47,6,medium,cloudy,3,0,1549.0361345920974
995,0ddbeca8,2025-07-12T04:32:02.425493,triangulation,-6.328191587763112,106.70896679205754,-6.3246290368501095,106.71395842508045,652.9787059408443,-45,5,high,rainy,4,5,679.1600506600444
996,cc11da7b,2025-07-08T05:44:02.425503,gps,-6.163869864896849,106.73817611384037,-6.163830605189911,106.73827458727904,13.989157310818193,-60,5,high,cloudy,5,1,11.729113710682103
997,ed12b5cf,2025-07-01T04:05:02.425508,wifi,-6.319502045203329,106.85689334498288,-6.320316508482326,106.85616817867842,92.3458647786273,-71,6,high,rainy,4,1,120.93410128088102
998,feefa653,2025-07-08T09:22:02.425513,triangulation,-6.279575629184756,106.60776505835317,-6.271282626217914,106.6140007381143,1673.3740484020766,-57,4,low,clear,9,1,1151.2461790772763
999,8213e808,2025-06-29T12:56:02.425518,triangulation,-6.339049100112544,106.75014554604502,-6.338703774012573,106.75206732563106,780.4876696603035,-87,5,low,rainy,12,6,215.82892378800827
1000,57c33500,2025-06-30T16:11:02.425522,gps,-5.942272773123456,106.85096824212707,-5.9423189633159526,106.85098021994655,9.890180398941101,-85,5,high,clear,16,0,5.304201247800771
